image,xmin,ymin,xmax,ymax
vid_4_3380.jpg,68.96960926,191.9256757,159.9507959,230.0723938
vid_4_3360.jpg,275.878437,187.5241313,389.3603473,227.1380309
vid_4_3340.jpg,527.788712,175.7866795,630.9985528,219.8021236
vid_4_3440.jpg,230.3878437,184.5897683,414.7959479,251.5910553
vid_4_3460.jpg,0,190.4584942,58.6975398,246.21139
vid_4_3520.jpg,566.9204052,178.7210425,676,222.7364865
vid_4_3540.jpg,236.2575977,193.3928571,350.2286541,238.8754826
vid_4_3560.jpg,0,198.7725225,70.43704776,236.9192407
vid_4_3820.jpg,305.7163531,186.0569498,428.0028944,237.8973616
vid_4_3800.jpg,592.845152,172.8523166,676,222.247426
vid_4_3840.jpg,39.62083936,196.8162806,145.7655572,244.255148
vid_4_4540.jpg,231.366136,183.6116474,353.1635311,227.6270914
vid_4_4520.jpg,443.6555716,168.9398327,566.9204052,217.3568211
vid_4_4560.jpg,40.59913169,191.9256757,147.7221418,236.9192407
vid_4_600.jpg,286.6396527,187.5241313,407.9479016,232.0286358
vid_4_6160.jpg,560.5615051,183.6116474,626.1070912,209.5318533
vid_4_6160.jpg,585.5079595,169.4288932,676,211.9771557
vid_4_6180.jpg,425.0680174,177.253861,559.0940666,225.1817889
vid_4_6180.jpg,600.1823444,170.8960746,676,209.0427928
vid_4_6200.jpg,241.1490593,181.6554054,361.9681621,227.6270914
vid_4_6200.jpg,480.341534,182.1444659,575.23589,216.3787001
vid_4_620.jpg,19.5658466,193.8819176,113.4819103,233.2818533
vid_4_6220.jpg,84.13314038,191.9256757,195.1693198,233.0067568
vid_4_6220.jpg,159.4616498,195.3490991,229.4095514,221.269305
vid_4_6220.jpg,330.6628075,190.9475547,426.5354559,223.7146075
vid_4_6220.jpg,550.7785818,186.5460103,662.7930535,222.7364865
vid_4_6240.jpg,0,194.3709781,61.14327062,235.4520592
vid_4_6240.jpg,39.62083936,195.8381596,112.0144718,227.6270914
vid_4_6240.jpg,178.5383502,196.8162806,270.9869754,227.6270914
vid_4_6240.jpg,393.2735166,188.0131918,510.6685962,233.2818533
vid_4_6240.jpg,525.3429812,176.27574,631.487699,212.9552767
vid_4_6240.jpg,645.1837916,179.6991634,676,217.8458816
vid_4_6260.jpg,63.58900145,199.7506435,143.3198263,230.0723938
vid_4_6260.jpg,213.7568741,194.8600386,326.260492,237.4083012
vid_4_6260.jpg,399.1432706,179.6991634,504.7988423,223.5006435
vid_4_6260.jpg,510.6685962,185.5678893,622.1939219,224.203668
vid_4_6260.jpg,597.7366136,170.4070142,667.6845152,212.9552767
vid_4_6280.jpg,0,199.7506435,38.15340087,225.6708494
vid_4_6280.jpg,58.20839363,197.7944015,166.3096961,230.0723938
vid_4_6280.jpg,262.6714906,190.9475547,360.9898698,223.7146075
vid_4_6280.jpg,349.739508,189.4803732,469.5803184,233.0067568
vid_4_6280.jpg,464.6888567,176.27574,557.1374819,220.291184
vid_4_6320.jpg,38.15340087,193.3928571,141.3632417,233.9848777
vid_4_6320.jpg,167.7771346,185.5678893,257.2908828,226.1599099
vid_4_6300.jpg,0,192.9037967,46.46888567,234.4739382
vid_4_6300.jpg,134.0260492,190.9475547,221.5832127,226.6489704
vid_4_6300.jpg,186.853835,195.3490991,296.9117221,238.3864221
vid_4_6300.jpg,308.1620839,180.6772844,406.9696093,221.7583655
vid_4_6340.jpg,55.76266281,188.5022523,135.4934877,230.0723938
vid_4_6340.jpg,0,200.7287645,32.77279305,232.0286358
vid_4_6360.jpg,0,188.5022523,37.6642547,222.7364865
vid_4_6360.jpg,607.0303907,176.27574,676,218.3349421
vid_4_6380.jpg,405.0130246,181.6554054,528.7670043,227.1380309
vid_4_6380.jpg,525.3429812,184.1007079,599.6931983,217.8458816
vid_4_6400.jpg,159.4616498,184.1007079,286.1505065,228.1161519
vid_4_6400.jpg,346.3154848,190.4584942,445.6121563,218.8240026
vid_4_6420.jpg,6.358900145,184.1007079,105.1664255,230.0723938
vid_4_6420.jpg,191.2561505,188.5022523,268.5412446,226.1599099
vid_4_6420.jpg,612.4109986,179.6991634,676,212.4662162
vid_4_6440.jpg,56.74095514,192.4147362,134.0260492,226.1599099
vid_4_6440.jpg,415.7742402,180.1882239,528.7670043,223.225547
vid_4_6440.jpg,534.1476122,178.7210425,609.4761216,211.9771557
vid_4_6460.jpg,184.4081042,191.9256757,290.0636758,229.5833333
vid_4_6460.jpg,357.0767004,182.1444659,445.1230101,220.291184
vid_4_6480.jpg,17.12011577,199.261583,113.4819103,236.4301802
vid_4_6480.jpg,184.4081042,192.9037967,289.5745297,226.6489704
vid_4_6500.jpg,67.0130246,195.3490991,140.8740955,233.0067568
vid_4_6520.jpg,0,197.3053411,35.70767004,224.6927284
vid_4_680.jpg,570.3444284,187.0350708,676,254.5254183
vid_4_700.jpg,250.4428365,197.3053411,510.1794501,283.3799871
vid_4_700.jpg,586.4862518,181.1663449,676,248.1676319
vid_4_720.jpg,0,194.0045396,189.2011662,273.3560311
vid_4_720.jpg,283.8017493,194.0045396,530.6501458,278.7775616
vid_4_740.jpg,0,196.3528174,205.3109978,273.1403821
vid_4_8240.jpg,439.6707939,180.601522,564.2359796,221.4564443
vid_4_8220.jpg,550.9424618,178.6326101,665.6605972,220.9642163
vid_4_8260.jpg,333.8150036,180.601522,452.9643117,230.8087759
vid_4_8280.jpg,225.9898034,188.4771697,331.3532411,232.2854598
vid_4_8320.jpg,41.35761107,195.8605894,133.9198835,230.8087759
vid_4_8340.jpg,0,194.8761334,56.12818645,227.855408
vid_4_8300.jpg,124.5651857,192.9072215,225.0050983,234.7465997
vid_4_8560.jpg,179.7086672,191.4305376,281.1332848,226.8709521
vid_4_860.jpg,292.4573926,193.3994495,447.5484341,247.0522992
vid_4_8580.jpg,77.79169701,190.4460816,168.8769119,226.8709521
vid_4_8600.jpg,0.9847050255,188.4771697,77.2993445,223.9175842
vid_4_8640.jpg,639.5659141,181.585978,676,211.6118847
vid_4_8660.jpg,499.2454479,180.109294,589.8383103,215.0574806
vid_4_8680.jpg,358.9249818,187.9849417,432.2855062,220.9642163
vid_4_8700.jpg,199.8951202,192.9072215,276.7021122,224.4098122
vid_4_8720.jpg,69.91405681,199.3061852,143.2745812,229.332092
vid_4_8740.jpg,0,200.7828692,38.89584851,229.332092
vid_4_880.jpg,0,196.8450453,97.97815004,243.1144754
vid_4_8960.jpg,7.385287691,192.4149935,133.427531,237.2077396
vid_4_8980.jpg,8.369992717,189.9538536,112.7487254,233.2699158
vid_4_9000.jpg,10.83175528,184.5393459,101.4246176,225.3942681
vid_4_900.jpg,634.1500364,171.2491904,676,198.3217293
vid_4_9020.jpg,8.862345229,194.3839054,86.16168973,225.8864961
vid_4_9040.jpg,11.81646031,196.3528174,76.31463948,228.839864
vid_4_9040.jpg,443.609614,187.0004858,555.8659869,223.4253562
vid_4_9060.jpg,213.6809905,194.3839054,304.7662054,232.2854598
vid_4_9060.jpg,10.33940277,196.3528174,63.02112163,223.9175842
vid_4_9080.jpg,11.81646031,197.8295013,48.74289876,214.5652526
vid_4_9080.jpg,27.57174071,204.720693,106.8404953,228.839864
vid_4_920.jpg,539.1260015,163.8657707,676,229.332092
vid_4_9200.jpg,524.3554261,167.8035946,591.8077203,200.2906412
vid_4_9220.jpg,347.600874,178.6326101,428.8390386,213.5807966
vid_4_9240.jpg,189.5557174,182.5704339,250.607429,211.6118847
vid_4_9260.jpg,64.49817917,194.3839054,122.1034232,216.5341645
vid_4_9260.jpg,605.5935907,166.3269106,676,203.736237
vid_4_9280.jpg,2.461762564,192.4149935,28.55644574,216.0419365
vid_4_9280.jpg,436.2243263,175.6792422,519.9242535,203.2440091
vid_4_9300.jpg,237.8062637,180.601522,316.5826657,212.5963407
vid_4_9300.jpg,435.7319738,171.7414184,527.3095412,215.5497085
vid_4_9320.jpg,169.3692644,185.5238018,259.9621267,218.5030764
vid_4_9320.jpg,74.34522942,190.9383096,142.2898762,216.5341645
vid_4_9340.jpg,0,191.4305376,63.51347414,216.5341645
vid_4_940.jpg,137.8587036,185.5238018,308.212673,245.5756153
vid_4_940.jpg,509.5848507,181.09375,575.5600874,213.0885687
vid_4_9420.jpg,424.9002185,174.6947863,532.7254188,219.4875324
vid_4_9460.jpg,0,189.4616256,59.57465404,225.3942681
vid_4_9440.jpg,154.1063365,182.5704339,247.6533139,223.9175842
vid_4_9500.jpg,557.3430444,169.7725065,676,222.9331282
vid_4_9520.jpg,255.0386016,181.09375,376.1573197,236.2232837
vid_4_9520.jpg,617.410051,182.078206,676,208.1662889
vid_4_9540.jpg,14.77057538,189.4616256,111.7640204,228.839864
vid_4_9540.jpg,375.6649672,173.2181023,532.7254188,228.839864
vid_4_9560.jpg,82.71522214,185.0315738,215.6504006,238.1921956
vid_4_9560.jpg,212.6962855,195.3683614,277.6868172,226.3787241
vid_4_9560.jpg,501.7072105,173.7103303,625.2876912,220.4719883
vid_4_9580.jpg,271.2862345,183.5548899,385.019665,228.347636
vid_4_9580.jpg,32.98761835,199.7984132,105.8557902,228.839864
vid_4_960.jpg,437.7013838,183.5548899,494.8142753,211.6118847
vid_4_9600.jpg,79.26875455,189.9538536,189.5557174,231.7932319
vid_4_9600.jpg,435.7319738,184.5393459,568.6671522,233.2699158
vid_4_9640.jpg,62.03641661,195.8605894,141.3051712,234.2543718
vid_4_9640.jpg,257.9927167,185.0315738,386.989075,241.1455635
vid_4_9660.jpg,12.30881282,193.8916775,115.210488,238.1921956
vid_4_9620.jpg,0,196.3528174,42.3423161,225.8864961
vid_4_9620.jpg,111.7640204,194.8761334,226.9745084,241.6377915
vid_4_9620.jpg,243.7144938,191.4305376,340.2155863,229.8243199
vid_4_9620.jpg,562.7589221,178.6326101,676,223.4253562
vid_4_9720.jpg,361.3867444,191.4305376,467.2425346,225.3942681
vid_4_9760.jpg,0,197.8295013,39.38820102,230.3165479
vid_4_9760.jpg,257.0080117,178.1403821,455.9184268,242.1300194
vid_4_9760.jpg,471.1813547,177.6481541,575.0677349,222.9331282
vid_4_9740.jpg,125.0575382,191.4305376,224.0203933,233.7621438
vid_4_9700.jpg,587.8689002,184.0471179,676,223.4253562
vid_4_9780.jpg,204.8186453,193.3994495,315.1056082,231.7932319
vid_4_9780.jpg,0,187.0004858,112.2563729,241.1455635
vid_4_980.jpg,362.3714494,187.4927137,407.6678806,218.0108484
vid_4_9800.jpg,18.70939548,192.4149935,97.97815004,231.3010039
vid_4_9800.jpg,630.7035688,180.109294,676,214.0730246
vid_4_9820.jpg,387.4814275,179.6170661,510.0772032,234.7465997
vid_4_9840.jpg,136.381646,191.9227655,250.1150765,236.2232837
vid_4_9860.jpg,0,198.3217293,49.23525127,236.2232837
vid_4_9880.jpg,329.8761835,156.482351,536.6642389,250.4978951
vid_4_9900.jpg,0,168.2958225,141.7975237,239.1766516
vid_4_9960.jpg,487.4289876,172.2336464,616.9176985,228.839864
vid_4_9980.jpg,221.5586307,182.5704339,348.585579,238.1921956
